Regiao,Mes,Consumo_MWh
Norte,JAN,1193981.647
Nordeste,JAN,3374101.79
Sudeste,JAN,7814175.188
Sul,JAN,3083083.306
Centro-Oeste,JAN,1524369.851
Norte,JAN,1372158.401
Nordeste,JAN,2913218.014
Sul,JAN,3083083.306
Norte,JAN,1114404.424
Nordeste,JAN,3236557.183
Sudeste,JAN,7234937.388
Sul,JAN,2713891.613
Centro-Oeste,JAN,1395353.708
Norte,JAN,1207910.497
Nordeste,JAN,2804104.169
Sul,JAN,2713891.613
Norte,JAN,1122698.505
Nordeste,JAN,3168933.338
Sudeste,JAN,7065125.173
Sul,JAN,2703759.827
Centro-Oeste,JAN,1381912.633
Norte,JAN,1193657.239
Nordeste,JAN,2754555.268
Sul,JAN,2703759.827
Norte,JAN,908625.49
Nordeste,JAN,2805490.418
Sudeste,JAN,6105433.174
Sul,JAN,2347904.734
Centro-Oeste,JAN,1152181.114
Norte,JAN,961187.234
Nordeste,JAN,2462009.608
Sul,JAN,2347904.734
Norte,JAN,878646.425
Nordeste,JAN,2687342.07
Sudeste,JAN,5943408.605
Sul,JAN,2347817.757
Centro-Oeste,JAN,1157091.044
Norte,JAN,901454.297
Nordeste,JAN,2379850.549
Sul,JAN,2347817.757
Norte,JAN,829319.925
Nordeste,JAN,2763245.44
Sudeste,JAN,6556377.059
Sul,JAN,2273434.202
Centro-Oeste,JAN,1183630.198
Norte,JAN,873974.456
Nordeste,JAN,2459723.949
Sul,JAN,2273434.202
Norte,JAN,799554.001
Nordeste,JAN,2590818.609
Sudeste,JAN,6135257.353
Sul,JAN,2244223.403
Centro-Oeste,JAN,1114472.03
Norte,JAN,827453.713
Nordeste,JAN,2309045.107
Sul,JAN,2244223.403
Norte,JAN,726873.85
Nordeste,JAN,2433230.024
Sudeste,JAN,6389713.69
Sul,JAN,2302787.404
Centro-Oeste,JAN,1085468.125
Norte,JAN,744998.362
Nordeste,JAN,2167468.998
Sul,JAN,2302787.404
Norte,JAN,749421.449
Nordeste,JAN,2361905.246
Sudeste,JAN,5863374.858
Sul,JAN,1991357.741
Centro-Oeste,JAN,991187.159
Norte,JAN,774402.444
Nordeste,JAN,2096845.289
Sul,JAN,1991357.741
Norte,JAN,746531.0
Nordeste,JAN,2274880.0
Sudeste,JAN,5934320.0
Sul,JAN,2006171.0
Centro-Oeste,JAN,943733.0
Norte,JAN,763653.0
Nordeste,JAN,2025531.0
Sul,JAN,2006171.0
Norte,JAN,759843.0
Nordeste,JAN,2295490.0
Sudeste,JAN,5864497.0
Sul,JAN,1951618.0
Centro-Oeste,JAN,958648.0
Norte,JAN,762663.0
Nordeste,JAN,2051983.0
Sul,JAN,1951618.0
Norte,JAN,726570.359
Nordeste,JAN,2302666.0
Sudeste,JAN,6476567.0
Sul,JAN,2062995.711
Centro-Oeste,JAN,989503.0
Norte,JAN,685195.0
Nordeste,JAN,2059745.0
Sul,JAN,2062995.711
Norte,JAN,651827.0
Nordeste,JAN,2222412.0
Sudeste,JAN,5991046.0
Sul,JAN,2012159.0
Centro-Oeste,JAN,920875.0
Norte,JAN,611381.0
Nordeste,JAN,1989362.0
Sul,JAN,2012159.0
Norte,JAN,577517.0
Nordeste,JAN,2002181.0
Sudeste,JAN,5757901.0
Sul,JAN,1758505.0
Centro-Oeste,JAN,828781.0
Norte,JAN,450328.0
Nordeste,JAN,1798661.0
Sul,JAN,1758505.0
Norte,JAN,524135.0
Nordeste,JAN,1827785.0
Sudeste,JAN,5138107.0
Sul,JAN,1584090.553
Centro-Oeste,JAN,726118.0
Norte,JAN,411553.0
Nordeste,JAN,1646590.0
Sul,JAN,1584090.553
Norte,JAN,496172.0
Nordeste,JAN,1751761.0
Sudeste,JAN,5255305.0
Sul,JAN,1602622.0
Centro-Oeste,JAN,704339.0
Norte,JAN,382742.0
Nordeste,JAN,1587264.0
Sul,JAN,1602622.0
Norte,JAN,460383.0
Nordeste,JAN,1577345.0
Sudeste,JAN,4934723.0
Sul,JAN,1576494.0
Centro-Oeste,JAN,686131.0
Norte,JAN,357680.0
Nordeste,JAN,1424618.0
Sul,JAN,1576494.0
Norte,JAN,437714.0
Nordeste,JAN,1447974.0
Sudeste,JAN,4648272.0
Sul,JAN,1419724.0
Centro-Oeste,JAN,650865.0
Norte,JAN,342898.0
Nordeste,JAN,1307720.0
Sul,JAN,1419724.0
Norte,JAN,396323.0
Nordeste,JAN,1360681.673
Sudeste,JAN,4412691.0
Sul,JAN,1380788.0
Centro-Oeste,JAN,583757.0
Norte,JAN,304451.673
Nordeste,JAN,1240602.0
Sul,JAN,1380788.0
Norte,JAN,377018.0
Nordeste,JAN,1259580.0
Sudeste,JAN,4183534.0
Sul,JAN,1327669.0
Centro-Oeste,JAN,562552.0
Norte,JAN,284266.0
Nordeste,JAN,1148708.0
Sul,JAN,1327669.0
Norte,JAN,352085.87
Nordeste,JAN,1175576.201
Sudeste,JAN,3895001.629
Sul,JAN,1217744.498
Centro-Oeste,JAN,527223.754
Norte,JAN,263872.3
Nordeste,JAN,1076942.523
Sul,JAN,1217744.498
Norte,JAN,355959.658
Nordeste,JAN,1166974.19
Sudeste,JAN,3873894.269
Sul,JAN,1194715.764
Centro-Oeste,JAN,526993.902
Norte,JAN,259400.507
Nordeste,JAN,1072097.273
Sul,JAN,1194715.764
Norte,JAN,348584.812
Nordeste,JAN,1098663.525
Sudeste,JAN,3694385.548
Sul,JAN,1132506.0
Centro-Oeste,JAN,506540.488
Norte,JAN,245912.452
Nordeste,JAN,1009931.291
Sul,JAN,1132506.0
Norte,FEV,1120143.282
Nordeste,FEV,3131994.907
Sudeste,FEV,7100084.579
Sul,FEV,3023798.727
Centro-Oeste,FEV,1420468.296
Norte,FEV,1283899.889
Nordeste,FEV,2699592.717
Sul,FEV,3023798.727
Norte,FEV,1061658.628
Nordeste,FEV,3137654.101
Sudeste,FEV,7286091.013
Sul,FEV,3131191.148
Centro-Oeste,FEV,1420870.875
Norte,FEV,1135096.777
Nordeste,FEV,2734740.616
Sul,FEV,3131191.148
Norte,FEV,1087907.993
Nordeste,FEV,3098895.717
Sudeste,FEV,6880072.09
Sul,FEV,2770448.903
Centro-Oeste,FEV,1363530.619
Norte,FEV,1160590.269
Nordeste,FEV,2699999.656
Sul,FEV,2770448.903
Norte,FEV,864397.397
Nordeste,FEV,2778417.468
Sudeste,FEV,6342659.9
Sul,FEV,2605102.276
Centro-Oeste,FEV,1149604.704
Norte,FEV,932218.244
Nordeste,FEV,2437444.388
Sul,FEV,2605102.276
Norte,FEV,829750.693
Nordeste,FEV,2575409.791
Sudeste,FEV,6005427.753
Sul,FEV,2348275.839
Centro-Oeste,FEV,1129227.587
Norte,FEV,847504.176
Nordeste,FEV,2291729.025
Sul,FEV,2348275.839
Norte,FEV,798265.846
Nordeste,FEV,2623493.519
Sudeste,FEV,6192029.717
Sul,FEV,2119584.542
Centro-Oeste,FEV,1099085.658
Norte,FEV,836811.215
Nordeste,FEV,2333855.039
Sul,FEV,2119584.542
Norte,FEV,795848.743
Nordeste,FEV,2456879.804
Sudeste,FEV,5864787.502
Sul,FEV,2141096.858
Centro-Oeste,FEV,1099186.659
Norte,FEV,804479.652
Nordeste,FEV,2189314.765
Sul,FEV,2141096.858
Norte,FEV,713768.626
Nordeste,FEV,2421842.081
Sudeste,FEV,6188834.362
Sul,FEV,2226478.963
Centro-Oeste,FEV,1075743.619
Norte,FEV,737491.08
Nordeste,FEV,2164893.533
Sul,FEV,2226478.963
Norte,FEV,721929.325
Nordeste,FEV,2298488.585
Sudeste,FEV,5718346.661
Sul,FEV,1946358.486
Centro-Oeste,FEV,973765.159
Norte,FEV,733362.345
Nordeste,FEV,2050647.408
Sul,FEV,1946358.486
Norte,FEV,678124.0
Nordeste,FEV,2215583.0
Sudeste,FEV,5629521.0
Sul,FEV,1948153.0
Centro-Oeste,FEV,898287.0
Norte,FEV,701762.0
Nordeste,FEV,1974120.0
Sul,FEV,1948153.0
Norte,FEV,740736.0
Nordeste,FEV,2191346.0
Sudeste,FEV,5615379.0
Sul,FEV,1888454.0
Centro-Oeste,FEV,916030.0
Norte,FEV,762725.0
Nordeste,FEV,1931000.0
Sul,FEV,1888454.0
Norte,FEV,677514.0
Nordeste,FEV,2240786.0
Sudeste,FEV,5957795.0
Sul,FEV,1967877.0
Centro-Oeste,FEV,936289.0
Norte,FEV,655364.0
Nordeste,FEV,2005749.0
Sul,FEV,1967877.0
Norte,FEV,640104.0
Nordeste,FEV,2115977.0
Sudeste,FEV,6082595.0
Sul,FEV,2166045.0
Centro-Oeste,FEV,874137.0
Norte,FEV,608989.0
Nordeste,FEV,1899938.0
Sul,FEV,2166045.0
Norte,FEV,560166.0
Nordeste,FEV,1980331.0
Sudeste,FEV,5425917.0
Sul,FEV,1711710.0
Centro-Oeste,FEV,796405.0
Norte,FEV,437468.0
Nordeste,FEV,1778737.0
Sul,FEV,1711710.0
Norte,FEV,503434.0
Nordeste,FEV,1704591.0
Sudeste,FEV,5111298.0
Sul,FEV,1658097.77
Centro-Oeste,FEV,727504.0
Norte,FEV,375902.0
Nordeste,FEV,1536385.0
Sul,FEV,1658097.77
Norte,FEV,452353.0
Nordeste,FEV,1597702.0
Sudeste,FEV,5083728.0
Sul,FEV,1598947.0
Centro-Oeste,FEV,672452.0
Norte,FEV,347504.0
Nordeste,FEV,1444148.0
Sul,FEV,1598947.0
Norte,FEV,442546.0
Nordeste,FEV,1521047.0
Sudeste,FEV,4805332.0
Sul,FEV,1489158.0
Centro-Oeste,FEV,654256.0
Norte,FEV,347787.0
Nordeste,FEV,1373050.0
Sul,FEV,1489158.0
Norte,FEV,400108.0
Nordeste,FEV,1369074.0
Sudeste,FEV,4425160.0
Sul,FEV,1354039.0
Centro-Oeste,FEV,601070.0
Norte,FEV,308777.0
Nordeste,FEV,1243616.0
Sul,FEV,1354039.0
Norte,FEV,380864.0
Nordeste,FEV,1332020.008
Sudeste,FEV,4340742.0
Sul,FEV,1324724.0
Centro-Oeste,FEV,580367.0
Norte,FEV,287828.008
Nordeste,FEV,1220863.0
Sul,FEV,1324724.0
Norte,FEV,364503.0
Nordeste,FEV,1208193.0
Sudeste,FEV,4000465.0
Sul,FEV,1269714.0
Centro-Oeste,FEV,550066.0
Norte,FEV,268142.0
Nordeste,FEV,1106651.0
Sul,FEV,1269714.0
Norte,FEV,343002.238
Nordeste,FEV,1126753.408
Sudeste,FEV,3891194.912
Sul,FEV,1237780.735
Centro-Oeste,FEV,533084.245
Norte,FEV,251142.341
Nordeste,FEV,1035015.978
Sul,FEV,1237780.735
Norte,FEV,336135.238
Nordeste,FEV,1132479.346
Sudeste,FEV,3616966.935
Sul,FEV,1161664.338
Centro-Oeste,FEV,511087.243
Norte,FEV,241103.957
Nordeste,FEV,1044013.116
Sul,FEV,1161664.338
Norte,FEV,323402.67
Nordeste,FEV,1000320.293
Sudeste,FEV,3511541.224
Sul,FEV,1121970.467
Centro-Oeste,FEV,472102.526
Norte,FEV,230353.608
Nordeste,FEV,919073.816
Sul,FEV,1121970.467
Norte,MAR,1151877.884
Nordeste,MAR,3219513.017
Sudeste,MAR,7208955.386
Sul,MAR,2981193.919
Centro-Oeste,MAR,1508379.114
Norte,MAR,1293619.913
Nordeste,MAR,2790666.255
Sul,MAR,2981193.919
Norte,MAR,1062532.243
Nordeste,MAR,3086076.105
Sudeste,MAR,7753269.165
Sul,MAR,3126281.661
Centro-Oeste,MAR,1470073.045
Norte,MAR,1123925.439
Nordeste,MAR,2700735.386
Sul,MAR,3126281.661
Norte,MAR,1084094.0
Nordeste,MAR,3092551.813
Sudeste,MAR,7253730.238
Sul,MAR,2750929.347
Centro-Oeste,MAR,1422775.621
Norte,MAR,1132041.8
Nordeste,MAR,2713277.096
Sul,MAR,2750929.347
Norte,MAR,948603.166
Nordeste,MAR,2861483.673
Sudeste,MAR,6862732.847
Sul,MAR,2503872.882
Centro-Oeste,MAR,1223053.956
Norte,MAR,985691.286
Nordeste,MAR,2519330.989
Sul,MAR,2503872.882
Norte,MAR,886754.065
Nordeste,MAR,2805342.125
Sudeste,MAR,6599637.607
Sul,MAR,2392261.914
Centro-Oeste,MAR,1194911.406
Norte,MAR,928986.286
Nordeste,MAR,2479529.541
Sul,MAR,2392261.914
Norte,MAR,811549.054
Nordeste,MAR,2731575.79
Sudeste,MAR,6318444.877
Sul,MAR,2205119.21
Centro-Oeste,MAR,1150854.292
Norte,MAR,837460.089
Nordeste,MAR,2444179.223
